SIRV	2485	7337	2	2	1	464	0	50
SIRV	2485	8552	2	2	1	185	0	50
SIRV	7474	7560	2	2	1	817	0	50
SIRV	7814	8552	2	2	1	2182	3	49
SIRV	8598	8686	1	3	1	2	1	41
SIRV	8605	8698	2	2	1	5	0	41
SIRV	8809	11553	2	4	1	340	0	50
SIRV	8815	11282	2	2	1	2026	0	50
SIRV	11367	11444	2	2	1	463	0	50
SIRV	11367	11593	2	2	1	839	0	40
SIRV	11367	11647	2	2	1	429	0	50
SIRV	11792	11882	1	1	1	920	1	50
SIRV	12058	12434	1	1	1	10	0	48
SIRV	12243	12403	0	0	1	824	1	50
SIRV	16305	16384	2	2	1	1576	1	50
SIRV	16497	16616	2	2	1	1329	0	49
SIRV	16708	17317	2	2	1	1081	0	50
SIRV	17446	17524	2	2	1	1218	0	49
SIRV	17654	17748	2	2	1	1451	0	50
SIRV	17969	18308	2	2	1	1069	0	49
SIRV	18018	18308	2	2	1	44	0	48
SIRV	18469	18609	2	2	1	1465	0	50
SIRV	18738	18981	2	2	1	1134	0	50
SIRV	19123	19330	2	2	1	1569	2	50
SIRV	19444	20394	2	2	1	157	0	50
SIRV	19444	20431	2	2	1	1410	0	50
SIRV	23722	24086	2	2	1	666	0	50
SIRV	24319	24456	2	2	1	662	0	49
SIRV	24560	26557	1	1	1	142	0	49
SIRV	24560	27122	1	1	1	402	0	49
SIRV	24560	28611	1	1	1	3	0	26
SIRV	26635	27122	1	1	1	29	0	49
SIRV	26635	27128	1	1	1	71	0	49
SIRV	26635	28611	1	1	1	71	0	49
SIRV	27329	28611	1	1	1	249	0	49
SIRV	27334	28611	1	1	1	1119	0	50
SIRV	27334	29124	1	1	1	65	0	50
SIRV	28888	29824	1	1	1	11	0	47
SIRV	28888	31309	1	1	1	246	0	50
SIRV	29821	31464	1	1	1	1	0	19
SIRV	29921	30426	1	5	1	12	0	46
SIRV	30543	30678	1	1	1	4	0	49
SIRV	30543	30681	1	1	1	381	0	50
SIRV	30762	31309	1	1	1	468	1	50
SIRV	31521	31743	2	2	1	9	0	46
SIRV	31530	31743	2	2	1	67	0	50
SIRV	31853	31988	2	2	1	36	0	48
SIRV	31879	32221	2	2	1	3	0	38
SIRV	35844	36175	1	1	1	52	0	50
SIRV	36383	36748	1	1	1	1012	0	50
SIRV	36383	36886	1	1	1	59	0	48
SIRV	38601	39504	2	2	1	818	0	50
SIRV	42870	43126	2	2	1	63	0	50
SIRV	43245	43343	2	2	1	4	0	47
SIRV	43488	48169	2	2	1	251	0	49
SIRV	48320	49089	2	2	1	105	0	23
SIRV	48326	49516	2	6	1	46	0	47
SIRV	52763	53606	1	3	1	8	0	48
SIRV	52769	53544	1	1	1	25	0	47
SIRV	52769	53606	1	1	1	2069	0	50
SIRV	53653	53738	1	1	1	1618	1	47
SIRV	53776	53889	1	1	1	1129	1	37
SIRV	53935	54917	1	1	1	1456	1	50
SIRV	54108	54917	1	1	1	14	0	49
SIRV	55024	55102	1	1	1	1452	0	50
SIRV	55263	56999	1	1	1	2086	0	50
SIRV	57070	57162	1	1	1	1719	0	50
SIRV	57246	57730	1	1	1	1754	0	50
SIRV	57789	57946	1	1	1	1885	0	50
SIRV	58072	58277	1	1	1	1355	1	50
SIRV	58072	58445	1	1	1	251	0	50
SIRV	58342	58445	1	1	1	1305	1	50
SIRV	58577	58763	1	1	1	1422	1	50
SIRV	58927	59300	1	1	1	1623	0	50
SIRV	59382	59489	1	1	1	1168	0	50
SIRV	59636	59896	1	1	1	90	0	50
SIRV	60001	60073	1	1	1	1088	0	49
SIRV	60205	62477	1	1	1	1456	0	50
SIRV	62611	62752	1	1	1	11	0	49
SIRV	62611	62930	1	1	1	53	0	50
SIRV	68412	68693	1	1	1	3327	0	50
SIRV	68607	68693	1	1	1	27	0	48
SIRV	68760	68865	1	1	1	3668	0	50
SIRV	68961	69070	1	1	1	2514	0	50
SIRV	68961	69695	1	1	1	6	0	41
SIRV	68961	70005	1	1	1	1031	1	48
SIRV	69252	69695	1	3	1	1131	0	50
SIRV	69846	69965	1	1	1	2699	0	50
SIRV	70040	70331	1	1	1	612	0	50
SIRV	70054	70331	1	1	1	2933	0	49
SIRV	70390	74329	1	1	1	228	0	49
SIRV	70390	75030	1	1	1	25	0	43
SIRV	70390	77949	1	1	1	2835	2	49
SIRV	74674	75030	1	1	1	207	0	48
SIRV	75149	77949	1	1	1	288	3	50
SIRV	78044	78256	1	1	1	2124	8	50
SIRV	78044	78259	1	1	1	240	1	48
SIRV	78334	78430	1	1	1	1759	1	50
SIRV	83738	84055	2	2	1	183	0	49
SIRV	84174	84871	2	2	1	1	0	44
SIRV	84174	85157	2	2	1	4	0	29
SIRV	84174	124090	2	2	1	155	0	50
SIRV	84959	195742	2	2	1	1	0	10
SIRV	85242	85787	2	2	1	6	0	50
SIRV	85873	124090	2	2	1	11	0	50
SIRV	124140	195742	2	2	1	180	0	50
SIRV	137160	151945	2	2	1	478	0	50
SIRV	137160	159903	2	2	1	4	0	50
SIRV	152050	159903	2	2	1	316	0	50
SIRV	159971	159990	2	2	1	124	0	43
SIRV	160026	195742	2	2	1	146	0	50
SIRV	160026	195748	2	4	1	130	0	35
SIRV	196023	228670	2	2	1	225	0	50
SIRV	196051	228670	2	2	1	321	0	50
