SIRV	2485	7337	2	2	1	601	0	50
SIRV	2485	8552	2	2	1	177	0	50
SIRV	7474	7560	2	2	1	684	0	50
SIRV	7801	8640	1	1	1	2	0	44
SIRV	7814	8552	2	2	1	954	2	50
SIRV	8605	8698	2	2	1	2	0	40
SIRV	8809	11553	2	4	1	374	0	49
SIRV	8815	11282	2	2	1	991	0	50
SIRV	11367	11444	2	2	1	446	0	50
SIRV	11367	11593	2	2	1	40	0	41
SIRV	11367	11647	2	2	1	449	0	50
SIRV	11792	11882	1	1	1	709	0	50
SIRV	11792	11897	1	1	1	2	0	47
SIRV	12058	12434	1	1	1	528	0	50
SIRV	12188	12403	1	1	1	1	0	31
SIRV	12243	12403	0	0	1	47	0	46
SIRV	16305	16384	2	2	1	217	0	49
SIRV	16497	16616	2	2	1	206	0	49
SIRV	16708	17317	2	2	1	180	0	48
SIRV	17446	17524	2	2	1	231	0	48
SIRV	17654	17748	2	2	1	235	0	50
SIRV	17969	18308	2	2	1	70	0	48
SIRV	18018	18308	2	2	1	109	0	50
SIRV	18469	18609	2	2	1	661	0	50
SIRV	18738	18981	2	2	1	396	0	50
SIRV	19123	19330	2	2	1	635	0	50
SIRV	19444	20394	2	2	1	318	0	50
SIRV	19444	20431	2	2	1	203	0	50
SIRV	23722	24086	2	2	1	43	0	48
SIRV	24319	24456	2	2	1	47	0	48
SIRV	24560	26557	1	1	1	371	0	50
SIRV	24560	27122	1	1	1	128	0	49
SIRV	24560	28611	1	1	1	300	0	34
SIRV	26635	27122	1	1	1	315	0	50
SIRV	26635	27128	1	1	1	112	0	50
SIRV	26635	28611	1	1	1	218	0	50
SIRV	27329	28611	1	1	1	279	0	49
SIRV	27334	28611	1	1	1	1166	0	50
SIRV	27334	29124	1	1	1	141	0	50
SIRV	28888	29824	1	1	1	532	0	50
SIRV	28888	31309	1	1	1	282	0	50
SIRV	29921	30426	1	5	1	354	0	49
SIRV	30543	30678	1	1	1	367	0	49
SIRV	30543	30681	1	1	1	25	0	44
SIRV	30762	31309	1	1	1	491	0	50
SIRV	31515	31751	1	1	1	1	0	48
SIRV	31521	31743	2	2	1	498	0	50
SIRV	31530	31743	2	2	1	128	0	50
SIRV	31853	31988	2	2	1	70	0	48
SIRV	31879	32221	2	2	1	310	0	48
SIRV	35844	36175	1	1	1	117	0	50
SIRV	36383	36748	1	1	1	69	0	49
SIRV	36383	36886	1	1	1	117	0	49
SIRV	38601	39504	2	2	1	62	0	48
SIRV	42870	43126	2	2	1	171	0	50
SIRV	43245	43343	2	2	1	416	0	49
SIRV	43488	48169	2	2	1	1362	0	50
SIRV	48320	49089	2	2	1	130	0	23
SIRV	48326	49516	2	6	1	1109	0	50
SIRV	52763	53606	1	3	1	485	0	50
SIRV	52769	53544	1	1	1	648	0	50
SIRV	52769	53606	1	1	1	2590	0	50
SIRV	53653	53738	1	1	1	2720	0	47
SIRV	53776	53889	1	1	1	2054	0	37
SIRV	53935	54917	1	1	1	1765	0	50
SIRV	54108	54917	1	1	1	730	0	50
SIRV	55024	55102	1	1	1	2170	0	50
SIRV	55263	56999	1	1	1	2399	1	50
SIRV	57070	57162	1	1	1	2155	0	50
SIRV	57246	57730	1	1	1	2199	0	50
SIRV	57789	57946	1	1	1	2327	0	50
SIRV	58072	58277	1	1	1	926	0	50
SIRV	58072	58445	1	1	1	1010	0	50
SIRV	58342	58445	1	1	1	840	0	50
SIRV	58577	58763	1	1	1	1641	0	50
SIRV	58927	59300	1	1	1	1782	0	50
SIRV	59382	59489	1	1	1	1266	0	50
SIRV	59636	59896	1	1	1	1143	0	50
SIRV	59992	62494	1	3	1	1	0	32
SIRV	60001	60073	1	1	1	1304	0	50
SIRV	60205	62477	1	1	1	1848	0	50
SIRV	62611	62752	1	1	1	616	0	50
SIRV	62611	62930	1	1	1	84	0	50
SIRV	68412	68693	1	1	1	1860	0	50
SIRV	68607	68693	1	1	1	757	0	50
SIRV	68760	68865	1	1	1	2816	1	50
SIRV	68961	69070	1	1	1	1350	1	49
SIRV	68961	69695	1	1	1	505	0	50
SIRV	68961	70005	1	1	1	67	0	48
SIRV	69252	69695	1	3	1	440	0	50
SIRV	69846	69965	1	1	1	1902	0	50
SIRV	70040	70331	1	1	1	41	0	49
SIRV	70054	70331	1	1	1	1957	2	49
SIRV	70390	74329	1	1	1	253	0	49
SIRV	70390	75030	1	1	1	49	0	50
SIRV	70390	77949	1	1	1	1553	4	49
SIRV	74674	75030	1	1	1	213	1	49
SIRV	75149	77949	1	1	1	338	0	50
SIRV	78044	78256	1	1	1	1224	11	50
SIRV	78044	78259	1	1	1	270	2	50
SIRV	78044	78430	1	1	1	1	0	10
SIRV	78334	78430	1	1	1	1198	0	50
SIRV	83738	84055	2	2	1	910	0	49
SIRV	84174	84871	2	2	1	249	0	49
SIRV	84174	85157	2	2	1	268	0	50
SIRV	84174	124090	2	2	1	240	0	50
SIRV	84959	195742	2	2	1	257	0	50
SIRV	85242	85787	2	2	1	423	0	50
SIRV	85852	124090	2	2	1	0	1	31
SIRV	85873	124090	2	2	1	414	1	50
SIRV	124140	195742	2	2	1	601	1	50
SIRV	137160	151945	2	2	1	407	1	50
SIRV	137160	159903	2	2	1	332	0	50
SIRV	152050	159903	2	2	1	300	0	50
SIRV	159971	159990	2	2	1	124	0	43
SIRV	160026	195742	2	2	1	364	0	50
SIRV	160026	195748	2	4	1	117	0	35
SIRV	196023	228670	2	2	1	240	0	50
SIRV	196051	228670	2	2	1	627	0	50
